resolution,split,model,threshold,evaluated_samples,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,mean_collision_fraction_found,mean_path_false_positive_fraction_found,mean_inference_ms,mean_planning_ms
128,test,semantic_clean,0.7,508,0.13188976377952755,0.10236220472440945,0.02952755905511811,0.22388059701492538,0.07283464566929135,0.5951481263556316,0.012434561578541635,0.012434561578541635,8.32640472134964,0.1416891716112654
128,test,semantic_clean,0.75,508,0.12007874015748031,0.09055118110236221,0.02952755905511811,0.2459016393442623,0.06102362204724411,0.5824606095442676,0.013977566896593447,0.013977566896593447,8.32640472134964,0.10647598262619609
128,val,rgb_baseline,0.05,194,1.0,0.5412371134020618,0.4587628865979381,0.4587628865979381,0.08247422680412364,0.3121935657619201,0.14410913834436218,0.14410913834436218,7.14021546288499,1.9070190766384614
128,val,rgb_baseline,0.1,194,0.9896907216494846,0.5412371134020618,0.4484536082474227,0.453125,0.09278350515463907,0.36024456656147036,0.13456525973581143,0.13456525973581143,7.14021546288499,1.7151994907930876
128,val,rgb_baseline,0.15,194,0.5979381443298969,0.30927835051546393,0.28865979381443296,0.4827586206896552,0.020618556701030966,0.6035828996608721,0.13124083945663506,0.13124083945663506,7.14021546288499,1.4395097993103039
128,val,rgb_baseline,0.2,194,0.5051546391752577,0.28350515463917525,0.22164948453608246,0.4387755102040816,0.061855670103092786,0.5819041686142303,0.10880392380120744,0.10880392380120744,7.14021546288499,1.0885097921739535
128,val,rgb_baseline,0.25,194,0.4639175257731959,0.27835051546391754,0.18556701030927836,0.4,0.09278350515463918,0.5644714894673432,0.09430800571963144,0.09430800571963144,7.14021546288499,0.9751144314146379
128,val,rgb_baseline,0.3,194,0.4484536082474227,0.27835051546391754,0.17010309278350516,0.3793103448275862,0.10824742268041238,0.5510442616037616,0.08499697373096808,0.08499697373096808,7.14021546288499,1.003694325714305
128,val,rgb_baseline,0.35,194,0.42783505154639173,0.27835051546391754,0.14948453608247422,0.3493975903614458,0.12886597938144334,0.5394382205780011,0.07248555646013732,0.07248555646013732,7.14021546288499,1.095347936365984
128,val,rgb_baseline,0.4,194,0.4072164948453608,0.26804123711340205,0.13917525773195877,0.34177215189873417,0.12886597938144329,0.5288431812679729,0.06329775821516087,0.06329775821516087,7.14021546288499,0.8482530937510898
128,val,rgb_baseline,0.45,194,0.3865979381443299,0.26804123711340205,0.11855670103092783,0.30666666666666664,0.1494845360824742,0.5175353478458407,0.056791361125776284,0.056791361125776284,7.14021546288499,0.7020922704148538
128,val,rgb_baseline,0.5,194,0.36597938144329895,0.25257731958762886,0.1134020618556701,0.30985915492957744,0.13917525773195877,0.4995485689711577,0.051744963029940416,0.051744963029940416,7.14021546288499,0.5226639194231596
128,val,rgb_baseline,0.55,194,0.3402061855670103,0.24742268041237114,0.09278350515463918,0.2727272727272727,0.15463917525773196,0.45842028975665655,0.036027505492897224,0.036027505492897224,7.14021546288499,0.32912680792823895
128,val,rgb_baseline,0.6,194,0.33505154639175255,0.2422680412371134,0.09278350515463918,0.27692307692307694,0.14948453608247425,0.4501463071241516,0.035195912985017966,0.035195912985017966,7.14021546288499,0.3209201014149435
