profile,split,threshold,rows,unique_samples,repeats,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,std_map_iou,mean_collision_fraction_found,mean_inference_ms,mean_encoder_ms,mean_channel_ms,mean_decoder_ms
q8_bpsk_ebn0_4,test,0.2,1524,508,3,0.5793963254593176,0.3333333333333333,0.24606299212598426,0.4246885617214043,0.087270341207349,0.6311828246938264,0.20490524724737902,0.07659482528458803,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.25,1524,508,3,0.55249343832021,0.3188976377952756,0.2335958005249344,0.42280285035629456,0.08530183727034113,0.6346899419664761,0.21062280737111838,0.07252974446729647,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.3,1524,508,3,0.5269028871391076,0.30971128608923887,0.21719160104986876,0.4122042341220423,0.09251968503937014,0.636505230877217,0.21618330683222783,0.06566022843150991,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.35,1524,508,3,0.49803149606299213,0.29658792650918636,0.20144356955380577,0.4044795783926219,0.0951443569553806,0.6372540387632213,0.22135882797591533,0.060315378935238056,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.4,1524,508,3,0.4776902887139108,0.2874015748031496,0.19028871391076116,0.3983516483516483,0.09711286089238841,0.637020246425975,0.22642345203628947,0.056685279215916595,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.45,1524,508,3,0.45931758530183725,0.27887139107611547,0.18044619422572178,0.39285714285714285,0.09842519685039369,0.6361599402545023,0.23127028788912543,0.05286267866517673,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.5,1524,508,3,0.42979002624671914,0.2618110236220472,0.1679790026246719,0.39083969465648855,0.09383202099737531,0.635028168807532,0.23566541485546766,0.05070963635819432,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.55,1524,508,3,0.38910761154855644,0.23097112860892388,0.15813648293963253,0.40640809443507586,0.07283464566929132,0.6338538619388957,0.23965251218848652,0.049547318843543436,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.6,1524,508,3,0.33727034120734906,0.19750656167979003,0.13976377952755906,0.4143968871595331,0.057742782152231,0.6323519031575321,0.2436281865063841,0.04894995600576883,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.65,1524,508,3,0.29986876640419946,0.17519685039370078,0.12467191601049869,0.41575492341356673,0.0505249343832021,0.6305184276733042,0.24769728561913473,0.0479672230904483,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.7,1524,508,3,0.25984251968503935,0.15026246719160105,0.10958005249343832,0.4217171717171717,0.04068241469816275,0.6281400969916803,0.2520198432872053,0.04735244935569251,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
q8_bpsk_ebn0_4,test,0.75,1524,508,3,0.2152230971128609,0.1272965879265092,0.08792650918635171,0.40853658536585363,0.039370078740157494,0.6249622638147279,0.2568264040678037,0.039734140146239084,9.06725321377547,4.454330119990018,1.5002667990676921,3.112656294717759
